LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:f89496,was?!,what?!,what?!,Original,GiveRabbitHeadband
line:b09c25,ECHT JETZT??,REALLY??,REALLY??,Original,GiveRabbitHeadband
line:2db8e8,TAYLOR DIE SCHILDKRÖTE!?,TAYLOR THE TURTLE!?,TAYLOR THE TURTLE!?,Original,GiveRabbitHeadband
line:b15c5f,der regionale Champion!?,"they're like, the regional champion!?","they're like, the regional champion!?",Original,GiveRabbitHeadband
line:7e105f,dieses Stirnband muss,this headband has to be like,this headband has to be like,Original,GiveRabbitHeadband
line:ad2191,mindestens DOPPELT\nsoviel Glück bringen,at least TWICE as lucky,at least TWICE as lucky,Original,GiveRabbitHeadband
line:3509ed,...vielleicht sogar...,...possibly even...,...possibly even...,Original,GiveRabbitHeadband
line:22dcd9,VIERMAL so viel...,QUADRUPLE lucky,QUADRUPLE lucky,Original,GiveRabbitHeadband
line:316e5d,!!!,!!!,!!!,Player,GiveRabbitHeadband
line:f666e4,ok,ok,ok,Original,GiveRabbitHeadband
line:64abcd,ich nehme es,i'll take it,i'll take it,Original,GiveRabbitHeadband
line:de12bd,ich so aufgepumpt!,i'm so pumped!,i'm so pumped!,Original,GiveRabbitHeadband
line:b2cecd,nimm diese Laufschuhe,take these running shoes,take these running shoes,Original,GiveRabbitHeadband
line:d25506,"Du kannst <color=red>{{RunButton}}</color> halten,\num mit ihnen zu rennen!",you can hold <color=red>{{RunButton}}</color> to run with them!,you can hold <color=red>{{RunButton}}</color> to run with them!,Original,GiveRabbitHeadband
line:7e631b,allerdings,however,however,Original,GiveRabbitHeadband
line:0ce32d,"vergiss nicht, dass Rennen\n<color=red>goldene Federn</color> benötigt",just keep in mind that running\nrequires <color=red>golden feathers</color>,just keep in mind that running\nrequires <color=red>golden feathers</color>,Original,GiveRabbitHeadband
line:489295,"<sprite tint=1 name=""UpArrow""> Aussichtspunkt","<sprite tint=1 name=""UpArrow""> Outlook Point","<sprite tint=1 name=""UpArrow""> Outlook Point",Original,OutlookPointSignStart
line:32213c,immer noch keine Erdbeeren?,still out of strawberries?,still out of strawberries?,Player,Strawberries
line:2edee7,jup,yup,yup,Original,Strawberries
line:90688d,"also, ich habe von den Erdbeeren geört",so i heard about the strawberries,so i heard about the strawberries,Player,Strawberries
line:50c6f6,...und es ist 17 Uhr!,...and it's 5PM,...and it's 5PM,Player,Strawberries
line:28fb4e,aw Mist!,aw shucks,aw shucks,Original,Strawberries
line:75bc5b,wir sind ausverkauft!,we're all out,we're all out,Original,Strawberries
line:5a0e10,was!?,what!?,what!?,Player,Strawberries
line:4787bc,aber,but,but,Player,Strawberries
line:9d23e0,das ist Falschwerbung!,that's false advertising!,that's false advertising!,Player,Strawberries
line:792b7e,sorry,sorry,sorry,Original,Strawberries
line:fa09b1,wir pflücken sie üblicherweise regional,we usually pick them locally,we usually pick them locally,Original,Strawberries
line:74f9e3,dieses Jahr war die Ernte seltsam gering,the yield was weirdly low this year,the yield was weirdly low this year,Original,Strawberries
line:445678,ich meine,i mean,i mean,Original,Strawberries
line:a9f2f4,wir haben immer noch sehr viel Toast,we still have lots of toast,we still have lots of toast,Original,Strawberries
line:2badff,möchtest du etwas Toast!,you want some toast?,you want some toast?,Original,Strawberries
line:b2dc23,gib mir Toast!,hook me up with some toast!,hook me up with some toast!,Player,Strawberries
line:5a9a92,okay dann...,alrighty then...,alrighty then...,Original,Strawberries
line:7dd7f0,"so, brauchst du noch etwas anderes?","so, is there anything else you need?","so, is there anything else you need?",Original,Strawberries
line:cb857e,kann ich <color=red>goldene Federn</color> kaufen?,can i buy a <color=red>golden feather?</color>,-> can i buy a <color=red>golden feather?</color>,Player,Strawberries
line:38ecce,was für Merch verkauft ihr?,what kind of merch do you sell?,-> what kind of merch do you sell?,Player,Strawberries
line:29e369,ich muss los,i gotta jet,-> i gotta jet,Player,Strawberries
line:6fed20,bye!,see ya,see ya,Original,Strawberries
line:912017,klar esse ich den Toast,"sure, i'll eat this toast","sure, i'll eat this toast",Player,EatToastStart
line:c77269,warum nicht,why not,why not,Player,EatToastStart
line:ad9d4d,mmm,mmm,mmm,Player,EatToastStart
line:34c2bd,ich fühle mich....,i feel....,i feel....,Player,EatToastStart
line:e92388,genauso wie vorhin,the same,the same,Player,EatToastStart
line:818d86,yo,yo,yo,Original,TucanStart
line:6f4292,dieser Aufwind ist einfach PERFEKT!,this updraft is ON POINT!,this updraft is ON POINT!,Original,TucanStart
line:f6e187,du kannst echt ein paar\nkrasse Sturzflüge machen!,you can get some sick dives on it!,you can get some sick dives on it!,Original,TucanStart
line:07d094,heyho!,heyo!,heyo!,Original,TucanStart
line:216605,"<sprite name=""Music"" tint=1> ja, ich chille hier nur","<sprite name=""Music"" tint=1> yeah i'm just chillin' here","<sprite name=""Music"" tint=1> yeah i'm just chillin' here",Original,TucanStart
line:27042d,"<sprite name=""Music"" tint=1> süße, süße Sonnenstrahlen tanken","<sprite name=""Music"" tint=1> soakin' up those sweet sweet rays","<sprite name=""Music"" tint=1> soakin' up those sweet sweet rays",Original,TucanStart
line:fff7e4,"<sprite name=""Music"" tint=1> solange ich einen\nLichtschutzfaktor fünfzig drauf habe","<sprite name=""Music"" tint=1> as long as i got my SPF fifty","<sprite name=""Music"" tint=1> as long as i got my SPF fifty",Original,TucanStart
line:dd17df,"<sprite name=""Music"" tint=1> könnte ich hier für\nsüße süße Tage liegen","<sprite name=""Music"" tint=1> i could lie here for sweet sweet days","<sprite name=""Music"" tint=1> i could lie here for sweet sweet days",Original,TucanStart
line:3143e6,wie machst du Sturzflüge?,how do you dive?,-> how do you dive?,Player,TucanStart
line:288233,klingt nett,sounds nice,-> sounds nice,Player,TucanStart
line:cbb188,"oh Mädchen, das ist einfach","oh dang, it's easy","oh dang, it's easy",Original,TucanStart
line:cf9948,aber du braucht etwas Übung,but it takes some practice,but it takes some practice,Original,TucanStart
line:3adfca,du musst mir genau zuhören,you gotta hear me out,you gotta hear me out,Original,TucanStart
line:d3aad8,erstens,first,first,Original,TucanStart
line:69d4a2,musst du Gleiten...,you gotta be gliding...,you gotta be gliding...,Original,TucanStart
line:e0ec7f,wie du weißt,as you know,as you know,Original,TucanStart
line:33f613,gleitest du indem du\n<color=red>{{JumpButton}} gedrückt hältst</color>,you glide by <color=red>holding {{JumpButton}}</color>,you glide by <color=red>holding {{JumpButton}}</color>,Original,TucanStart
line:3b003c,wenn du dann hoch genug\nüber dem Boden bist,"then, if you're high enough\noff the ground","then, if you're high enough\noff the ground",Original,TucanStart
line:ade2f6,<color=red>lasse deinen Joystick los</color>\num einen Sturzflug zu beginnen,<color=red>release your joystick</color>\nto dive downward,<color=red>release your joystick</color>\nto dive downward,Original,TucanStart
line:ed17e5,<color=red>lasse alle Pfeiltasten los</color>\num einen Sturzflug zu beginnen,<color=red>release all arrow keys</color>\nto dive downward,<color=red>release all arrow keys</color>\nto dive downward,Original,TucanStart
line:4c73ef,aber du musst daran denken\n<color=red>{{JumpButton}} gedrückt zu halten</color>,but you must still remember\nto <color=red>hold {{JumpButton}}</color>,but you must still remember\nto <color=red>hold {{JumpButton}}</color>,Original,TucanStart
line:38fdce,das ist der schwierige Teil!,that's the tricky part!,that's the tricky part!,Original,TucanStart
line:2b369a,"mit einem guten Sturzflug, kannst du\n<color=red>eine Menge Geschwindigkeit aufbauen</color>","with a good dive, you can\n<color=red>build up a lot of speed</color>","with a good dive, you can\n<color=red>build up a lot of speed</color>",Original,TucanStart
line:58343b,du kannst das Gleiten\nüber diesem Aufwind üben,you can practice by gliding\nover this updraft,you can practice by gliding\nover this updraft,Original,TucanStart
line:547d16,er gibt dir sehr viel Höhe\nmit der du gut arbeiten kannst!,that'll give you a lot of\nheight to work with!,that'll give you a lot of\nheight to work with!,Original,TucanStart
line:b2dd9d,"Mädchen, du WEISST es","dang, you KNOW it","dang, you KNOW it",Original,TucanStart
line:d3f65e,es ist so gut wie Ei mit Speck,it's nice like some rice with spice,it's nice like some rice with spice,Original,TucanStart
line:1eaf2b,*huff*,*huff*,*huff*,Player,Cellphone2
line:c2341c,puh,phew,phew,Player,Cellphone2
line:9dbecf,ich...,i...,i...,Player,Cellphone2
line:c8f624,...ich habe es geschafft!,...i did it!,...i did it!,Player,Cellphone2
line:a329a8,!!!,!!!,!!!,Player,Cellphone2
line:f43890,HANDYEMPFANG!!,CELLPHONE RECEPTION!!,CELLPHONE RECEPTION!!,Player,Cellphone2
line:8c98d3,ich kann mein Haus\nvon hier aus sehen!,i can see my house from here!,i can see my house from here!,Player,YellAtMayStart
line:d88089,...,...,...,Player,YellAtMayStart
line:d84529,*räusper*,ahem,ahem,Player,YellAtMayStart
line:a64258,HEYYYYYYYYY!!!,HEYYYYYYYYY!!!,HEYYYYYYYYY!!!,Player,YellAtMayStart
line:715ae9,TANTE MAYY!!!!!,AUNT MAYY!!!!!,AUNT MAYY!!!!!,Player,YellAtMayStart
line:d8a3ab,"ja, Claire?","yes, claire?","yes, claire?",AuntMayNPC,YellAtMayStart
line:4df5b5,YEAAAH!,YEAAAH!,YEAAAH!,Player,YellAtMayStart
line:445e93,ICH BIN'S!!!!,IT'S ME!!!!,IT'S ME!!!!,Player,YellAtMayStart
line:ccdb15,KANNST DU MICH HÖREN!!??!?,CAN YOU HEAR ME UP HERE!!??!?,CAN YOU HEAR ME UP HERE!!??!?,Player,YellAtMayStart
line:fa6a18,kann ich,sure can,sure can,AuntMayNPC,YellAtMayStart
line:8a59ef,OHHH,OHHH,OHHH,Player,YellAtMayStart
line:8ee909,OKAY,OKAY,OKAY,Player,YellAtMayStart
line:ae3ea7,viel Spaß dort oben!,have fun up there!,have fun up there!,AuntMayNPC,YellAtMayStart
line:90a5b4,YEAAAHH,YEAAAHH,YEAAAHH,Player,YellAtMayStart
line:6541f6,werde ich haben!!,I WILL!!,I WILL!!,Player,YellAtMayStart
line:c00ec6,SO,SO,SO,Player,YellAtMayStart
line:8f00a0,WAS MACHST DU!?,WHATCHA DOING!?,WHATCHA DOING!?,Player,YellAtMayStart
line:5d2a04,"oh, weißt du doch.","oh, you know","oh, you know",AuntMayNPC,YellAtMayStart
line:8c722c,das übliche,the usual,the usual,AuntMayNPC,YellAtMayStart
line:ffba56,OOKAAY,OOKAAY,OOKAAY,Player,YellAtMayStart
line:47aad8,COOL,COOL,COOL,Player,YellAtMayStart
line:9caf98,WAS GIBT'S HEUTE ABEND ZU ESSEN?,WHAT'S FOR DINNER TONIGHT!?,WHAT'S FOR DINNER TONIGHT!?,Player,YellAtMayStart
line:488fb8,uhh,uhh,uhh,AuntMayNPC,YellAtMayStart
line:440bf7,"ich glaube, ich mach'\nCurry heute Abend",i think i'm gonna\nmake curry tonight,i think i'm gonna\nmake curry tonight,AuntMayNPC,YellAtMayStart
line:9ead4c,HÖRT SICH LECKER AN!!,SOUNDS TASTYY!!,SOUNDS TASTYY!!,Player,YellAtMayStart
line:b3537e,"HEY, TANTE MAY",HEY AUNT MAY,HEY AUNT MAY,Player,YellAtMayStart
line:6e8868,ja?,yeah?,yeah?,AuntMayNPC,YellAtMayStart
line:530dce,ICH WEIIISS NIIICHT!,I DUNNOOO!,I DUNNOOO!,Player,YellAtMayStart
line:e148b8,ICH GLAUBE ICH LANGWEILE MICH!!!,I GUESS I'M BORED!!!,I GUESS I'M BORED!!!,Player,YellAtMayStart
line:1ae3c3,das merke ich,i can tell!,i can tell!,AuntMayNPC,YellAtMayStart
line:938517,hallo?,hello?,hello?,Original,Cellphone3
line:5f8c0e,"hi, Claire","hi, claire","hi, claire",CutsceneCellphone,Cellphone3
line:2887df,Mama!,mom!,mom!,Player,Cellphone3
line:db60b7,"ich bin so froh,\nvon dir zu hören",i'm so glad to hear from you,i'm so glad to hear from you,Player,Cellphone3
line:ae46f6,"ich habe den ganzen Tag darauf\ngewartet, von dir zu hören",i've been waiting all day to hear from you,i've been waiting all day to hear from you,Player,Cellphone3
line:fb2a4f,ich habe mir Sorgen gemacht,i've been worried,i've been worried,Player,Cellphone3
line:918f79,och Liebling!,aw honey,aw honey,CutsceneCellphone,Cellphone3
line:3aaa27,"ich habe dir gesagt,\ndass alles gut gehen wird!",i told you i'd be fine!,i told you i'd be fine!,CutsceneCellphone,Cellphone3
line:c29b2a,ja,yeah,yeah,Player,Cellphone3
line:625c90,aber das sagst du immer,but you always say that,but you always say that,Player,Cellphone3
line:5fed41,und das tut es dann auch immer!,and i always am!,and i always am!,CutsceneCellphone,Cellphone3
line:a8b951,...,...,...,Player,Cellphone3
line:7f98d9,also,anyway,anyway,CutsceneCellphone,Cellphone3
line:3e93b6,wie ist es dir ergangen?,how have you been?,how have you been?,CutsceneCellphone,Cellphone3
line:a0dcaa,nun,well,well,Player,Cellphone3
line:c94b31,ich bin gerade auf dem\nGipfel der Falkenspitze!,i'm at the top of Hawk Peak right now!,i'm at the top of Hawk Peak right now!,Player,Cellphone3
line:a63e6e,ooh!,ooh!,ooh!,CutsceneCellphone,Cellphone3
line:2237e8,wow,wow,wow,CutsceneCellphone,Cellphone3
line:6eb468,ich liebe es dort oben,i love it up there,i love it up there,CutsceneCellphone,Cellphone3
line:5ea065,May und ich sind\njeden Sommer dort hinaufgestiegen,May and i used to go up\nevery summer together,May and i used to go up\nevery summer together,CutsceneCellphone,Cellphone3
line:33337b,es ist Zeit das du es auch\neinmal nach oben schaffst!,it's about time you made it up!,it's about time you made it up!,CutsceneCellphone,Cellphone3
line:4094cb,ja... ich weiß,yeah... i know,yeah... i know,Player,Cellphone3
line:3c83f7,du bist schon so groß!,you're so big now,you're so big now,CutsceneCellphone,Cellphone3
line:a36f51,mein kleines Mädchen\nverlässt das Nest,my little girl's leaving the nest,my little girl's leaving the nest,CutsceneCellphone,Cellphone3
line:ac8db8,du wirst deine kleine alte Mama\nbald nicht mehr brauchen,you won't have any need\nfor little ol' mom,you won't have any need\nfor little ol' mom,CutsceneCellphone,Cellphone3
line:efe93a,aber ich BRAUCHE dich!,but i DO need you,but i DO need you,Player,Cellphone3
line:8ff0d0,ich werde dich\nnie nicht brauchen!,i'll never not need you!,i'll never not need you!,Player,Cellphone3
line:943931,als ich von deiner Operation\nerfahren habe...,when i heard about the surgery...,when i heard about the surgery...,Player,Cellphone3
line:07950b,"...wie kam es dazu,\ndass du mir nie davon erzählt hast!?",...how come you never told\nme this was a thing!?,...how come you never told\nme this was a thing!?,Player,Cellphone3
line:be076a,"ich wollte nicht,\ndass du dir Sorgen machst",i didn't want you to worry,i didn't want you to worry,CutsceneCellphone,Cellphone3
line:6a1b43,aber,but,but,Player,Cellphone3
line:fae7e7,"ich weiß, das du dich\nin Dinge hineinsteigern kannst",i know you can get worked up about things,i know you can get worked up about things,CutsceneCellphone,Cellphone3
line:6315da,ich hätte für dich da sein können,i could have been there for you,i could have been there for you,Player,Cellphone3
line:b1f752,jetzt bist du ganz alleine,"you're all alone there, now","you're all alone there, now",Player,Cellphone3
line:66e500,"echt, das war gar nichts!","really, it was nothing!","really, it was nothing!",CutsceneCellphone,Cellphone3
line:2acde0,alles ist gut gegangen,everything was fine,everything was fine,CutsceneCellphone,Cellphone3
line:666129,"ich bin nur froh,\ndass es dir gut geht",i'm just glad you're ok,i'm just glad you're ok,Player,Cellphone3
line:d2ddf0,"ich hab' dich lieb,","i love you,","i love you,",Player,Cellphone3
line:e25ebd,Mama,mom,mom,Player,Cellphone3
line:6a17a6,ich hab' dich auch lieb,i love you too,i love you too,CutsceneCellphone,Cellphone3
line:2e7f4d,warte,wait,wait,Player,Cellphone4
line:545678,irgendetwas passiert hier?!,something's happening?!,something's happening?!,Player,Cellphone4
line:9a8ed9,war das der berühmte Aufwind\nder Falkenspitze!?,was that the famous Hawk Peak updraft!?,was that the famous Hawk Peak updraft!?,CutsceneCellphone,Cellphone4
line:2a159c,uh,uh,uh,Player,Cellphone4
line:9fcd15,sieht so aus,looks like it,looks like it,Player,Cellphone4
line:9ef186,dann solltest du ihn\nauch gleich mal nutzen!,you should catch a ride on it now!,you should catch a ride on it now!,CutsceneCellphone,Cellphone4
line:1d16be,bevor er aufhört,before it fizzles out,before it fizzles out,CutsceneCellphone,Cellphone4
line:09fc02,ich möchte ja,i wanna,i wanna,Player,Cellphone4
line:a32f4d,aber ich bin nervös,but i'm kinda nervous,but i'm kinda nervous,Player,Cellphone4
line:d5621b,Claire,claire,claire,CutsceneCellphone,Cellphone4
line:0d150f,du schaffst das!,you can do it!,you can do it!,CutsceneCellphone,Cellphone4
line:4c5080,"ich werde dich bald\nbesuchen kommen, ok?","i'll come visit you soon, ok?","i'll come visit you soon, ok?",CutsceneCellphone,Cellphone4
line:e45965,außerdem,also,also,CutsceneCellphone,Cellphone4
line:82a853,vergiss nicht <color=red>Tante May</color>\nGrüße von mir auszurichten!,don't forget to say hi to <color=red>Aunt May</color> for me!,don't forget to say hi to <color=red>Aunt May</color> for me!,CutsceneCellphone,Cellphone4
line:e7b047,sie wartet wahrscheinlich\nbei der Hütte auf dich!,she's probably waiting for\nyou back at the cottage,she's probably waiting for\nyou back at the cottage,CutsceneCellphone,Cellphone4
line:52f04c,"tschüss, hab' dich lieb!","bye, love you!","bye, love you!",CutsceneCellphone,Cellphone4
line:230817,"ich dich auch, Mama!","love you too, mom","love you too, mom",Player,Cellphone4
line:85188e,hey,hey,hey,Original,AuntFinished
line:2ed2fe,ich glaube es wäre gut\neine Pause einzulegen!,i think it'd be nice to take a break,i think it'd be nice to take a break,Original,EndGameStart
line:be5dbc,schlafen,sleep,-> sleep,Player,EndGameStart
line:6b397e,nicht jetzt,not yet,-> not yet,Player,EndGameStart
line:fd5647,okay!,alrighty,alrighty,Original,EndGameStart
line:33151c,es ist Zeit für ein Nickerchen!,it's nap time!,it's nap time!,Original,EndGameStart
line:0493bf,wie war es dort?,so what has it been like there?,so what has it been like there?,Original,Node101
line:f8414d,also...,well,well,Player,Node101
line:65055a,"ich muss darüber sprechen, wie man einen Sturzflug macht, wenn du das Tutorial noch nicht durchlaufen hast","i need to talk about how to dive, if u havent been given the tutorial yet","i need to talk about how to dive, if u havent been given the tutorial yet",Original,Node102
line:45a376,ich finde diese Aussicht wundervoll,i never get tired of this view,i never get tired of this view,AuntSpeaker,TitleScreenIntroStart
line:cda187,"Claire,","claire,","claire,",AuntSpeaker,TitleScreenIntroStart
line:d7aeb5,du wirst hier diesen Sommer\neine tolle Zeit haben!,you're gonna have a great\ntime here this summer!,you're gonna have a great\ntime here this summer!,AuntSpeaker,TitleScreenIntroStart
line:760ec9,glaube ich,i think,i think,AuntSpeaker,TitleScreenIntroStart
line:62ea07,es wird gut tun\naus der Stadt rauszukommen,it'll be good to get\naway from the city,it'll be good to get\naway from the city,AuntSpeaker,TitleScreenIntroStart
line:d3607e,"und eine Pause von all dem zu\nmachen, was derzeit passiert",and take a break from\neverything else going on,and take a break from\neverything else going on,AuntSpeaker,TitleScreenIntroStart
line:3fd92a,bist du noch wach?,are you still awake?,are you still awake?,AuntSpeaker,TitleScreenIntroStart
line:049cc1,mmmmm,mmmmm,mmmmm,Original,TitleScreenIntroStart
line:302117,vielleicht,maybe,maybe,Original,TitleScreenIntroStart
line:dedd03,halte ein bisschen länger durch!,hold on a little longer!,hold on a little longer!,AuntSpeaker,TitleScreenIntroStart
line:a605f1,wir sind fast\nbei der Fähre angekommen,we're almost at the ferry,we're almost at the ferry,AuntSpeaker,TitleScreenIntroStart
line:126e5b,"ich werde deinen ""Nebenjob"" machen","i'll take your ""side gig""","-> i'll take your ""side gig""",Player,ConsiderKidQuest
line:03a23c,nö,nope,-> nope,Player,ConsiderKidQuest
line:0d9c32,gut,good,good,Original,ConsiderKidQuest
line:d2d27b,nimm das...,take this...,take this...,Original,ConsiderKidQuest
line:85f4ce,...und überbringe sie\nder Rangerin May,...and deliver it to Ranger May,...and deliver it to Ranger May,Original,ConsiderKidQuest
line:f109e4,das ist alles,that is all,that is all,Original,ConsiderKidQuest
line:3232ef,wie du willst,suit yourself,suit yourself,Original,ConsiderKidQuest
line:b0f25b,ich hab' eine Lieferung für dich!,i've got a delivery!,i've got a delivery!,Player,AuntNecklace
line:1dcac3,sie ist von Jen,it's from Jen,it's from Jen,Player,AuntNecklace
line:168e81,"oh, wow!",oh wow!,oh wow!,Original,AuntNecklace
line:e06d87,sie ist so schön!,it's so pretty,it's so pretty,Original,AuntNecklace
line:ca470a,Jen ist so ein nettes Mädchen,she's such a sweet girl,she's such a sweet girl,Original,AuntNecklace
line:13f4b4,all diese Muscheln zu sammeln\nmuss viel Arbeit gewesen sein,collecting all those shells\nmust have been a lot of work,collecting all those shells\nmust have been a lot of work,Original,AuntNecklace
line:07c5c9,eigentlich...,well actually...,well actually...,Player,AuntNecklace
line:e1489b,hmm?,hmm?,hmm?,Original,AuntNecklace
line:a40af1,och nichts...,eh never mind,eh never mind,Player,AuntNecklace
line:240101,oh!,oh!,oh!,Original,AuntNecklace
line:fede28,da erinnere ich mich an etwas,i remembered something,i remembered something,Original,AuntNecklace
line:312906,ich habe in der Hütte\neine goldene Feder gefunden,i found this golden feather in the cabin,i found this golden feather in the cabin,Original,AuntNecklace
line:21415c,"ich dachte, du könntest sie gebrauchen",i figured you could use it,i figured you could use it,Original,AuntNecklace
line:95fb1a,"wow, danke","woah, thanks","woah, thanks",Player,AuntNecklace
line:31d44f,das ist,this is,this is,Player,AuntNecklace
line:3ac7bb,ein seltsamer Zufall,weird timing,weird timing,Player,AuntNecklace
line:594e0f,ist das sowas wie eine Belohnung\nfür die Lieferung der Kette?,"is this like, a reward for\ndelivering the necklace?","is this like, a reward for\ndelivering the necklace?",Player,AuntNecklace
line:4f7537,"uh, nein?","uh, no?","uh, no?",Original,AuntNecklace
line:324d4c,huh,huh,huh,Player,AuntNecklace
line:2d2083,"oh, außerdem","oh, by the way","oh, by the way",Original,AuntNecklace
line:727813,"ohh, die ist perfekt",ohh that's perfect,ohh that's perfect,Original,FrogTrade
line:39b491,lass' uns tauschen!,let's trade!,let's trade!,Original,FrogTrade
line:0c7755,wenn du meine Schaufel\nbenutzen möchtest...,when you want to use my shovel...,when you want to use my shovel...,Original,FrogTrade
line:dfbca3,<color=red>drücke {{MenuButton}}</color> um dein Inventar zu öffnen\nund <color=red>rüste sie aus</color>,<color=red>press {{MenuButton}}</color> to open your inventory\nand <color=red>equip it</color>,<color=red>press {{MenuButton}}</color> to open your inventory\nand <color=red>equip it</color>,Original,FrogTrade
line:52873b,bleib cool!,keep it fresh!,keep it fresh!,Original,FrogTrade
line:08d344,"Moment mal, Freundchen","hold on there,\nyoung friend","hold on there,\nyoung friend",Original,PolarBearStart
line:acea5b,bei allem Respekt,i hope you don't mind me saying,i hope you don't mind me saying,Original,PolarBearStart
line:1099bb,aber du scheinst mir ein bisschen\nunvorbereitet zu sein,but you seem a\nlittle unprepared,but you seem a\nlittle unprepared,Original,PolarBearStart
line:817652,"es ist hier ziemlich kalt für Leute,\ndie nicht daran gewöhnt sind",it's mighty cold up here for\nfolks who aren't accustomed,it's mighty cold up here for\nfolks who aren't accustomed,Original,PolarBearStart
line:2136cc,"ich habe nicht erwartet,\ndass es so kalt wird!",i didn't expect it to get this cold!,i didn't expect it to get this cold!,Player,PolarBearStart
line:eb8b41,meine Federn frieren ein,my feathers are freezing up,my feathers are freezing up,Player,PolarBearStart
line:e544b0,die Falkenspitze ist in der Provinz\neinzigartig für ihre geothermalen Aktivitäten,Hawk Peak is unique in the\nprovince for geothermal activity,Hawk Peak is unique in the\nprovince for geothermal activity,Original,PolarBearStart
line:0c4c62,"wenn es dir zu kalt wird, dann halte\nan einer der heißen Quellen an","if you get too chilly, stop\nat one of the hotsprings","if you get too chilly, stop\nat one of the hotsprings",Original,PolarBearStart
line:00e22d,das sollte dir\ndeine Kraft zurückgeben!,that should give you\nback your strength!,that should give you\nback your strength!,Original,PolarBearStart
line:53a164,danke für den Tipp!,thanks for the tip!,thanks for the tip!,Player,PolarBearStart
line:da7689,uh,uh,uh,Player,PolarBearStart
line:4e76d8,bin ich fast oben?,am i almost at the top?,am i almost at the top?,Player,PolarBearStart
line:6535ef,"nun, teilweise...","well, yes...","well, yes...",Original,PolarBearStart
line:035a7d,aber es ist ein schwieriger Aufstieg,but it's a tricky climb,but it's a tricky climb,Original,PolarBearStart
line:c3ba01,du könntest mehr <color=red>goldene Federn</color>\nbrauchen als du hast,you might need more <color=red>golden\nfeathers</color> than you have now,you might need more <color=red>golden\nfeathers</color> than you have now,Original,PolarBearStart
line:6e4900,"hey, du da",hey there,hey there,Original,PolarBearStart
line:81a16c,bist du sicher raufgekommen?,did you get up safely?,did you get up safely?,Original,PolarBearStart
line:2f558c,jup!,yup!,yup!,Player,PolarBearStart
line:1bd829,nun gut,well,well,Player,PolarBearStart
line:05be99,du kannst mir glauben...,you could say i...,you could say i...,Player,PolarBearStart
line:fef811,...das war ein echter BÄR-g!,...BEAR-ly made it!,...BEAR-ly made it!,Player,PolarBearStart
line:bd9ba7,haha,haha,haha,Player,PolarBearStart
line:100ad6,...,...,...,Original,PolarBearStart
line:e09a0c,verstehst du?,do you get it?,do you get it?,Player,PolarBearStart
line:c8da80,oh,oh,oh,Original,PolarBearStart
line:b44e22,ich verstehe es,i get it,i get it,Original,PolarBearStart
line:835d44,pass' dort draußen auf!,be safe out there!,be safe out there!,Original,PolarBearStart
line:53a781,"ich bin derjenige,\nder deine Tante verständigen muss,\nfalls du in Schwierigkeiten kommst!",i'm the one who has to\nradio your aunt if\nyou get into trouble!,i'm the one who has to\nradio your aunt if\nyou get into trouble!,Original,PolarBearStart
line:c3e961,Rennen ist mein Leben,running is my life,running is my life,Original,Runner2Start
line:bfbadb,ich renne Marathons überall auf der Welt,i run marathons all around the world,i run marathons all around the world,Original,Runner2Start
line:773dc9,was wenn,what if,what if,Original,Runner2Start
line:11536d,Laufen nicht mein Leben wäre,running wasn't my life,running wasn't my life,Original,Runner2Start
line:36d1dd,sondern ich das Laufen benutze,but i was actually using running,but i was actually using running,Original,Runner2Start
line:8de64b,um vom Leben WEGZULAUFEN!?,to run FROM life!?,to run FROM life!?,Original,Runner2Start
line:c173c6,...,...,...,Original,Runner2Start
line:670a59,das ist ein besogniserregender Gedanke,that's a troubling thought,that's a troubling thought,Original,Runner2Start
line:f72c0e,ZUERST GESCHWINDIGKEIT!!,SPEED FIRST!!,SPEED FIRST!!,Original,Runner3Start
line:5fd249,DANN PLAUDERN!!,TALK LATER!!,TALK LATER!!,Original,Runner3Start
line:82d424,hey!,hey!,hey!,Player,Runner3Start
line:3875bf,läufst du heute das Rennen?,are you doing the race today?,are you doing the race today?,Player,Runner3Start
line:199978,na klar,yeah,yeah,Original,Runner3Start
line:24dca3,ich bin ein wenig beschäftigt im Moment,i'm kinda busy right now,i'm kinda busy right now,Original,Runner3Start
line:205f2e,was brauchst du?,what do you want?,what do you want?,Original,Runner3Start
line:4259b6,weswegen joggst du denn?,what are you jogging for?,what are you jogging for?,Player,Runner3Start
line:575dc5,entschuldigung?,excuse me?,excuse me?,Original,Runner3Start
line:ec50e2,ich trainiere für das Rennen!,i'm training for the race!,i'm training for the race!,Original,Runner3Start
line:f41820,was willst du?,what do you want?,what do you want?,Original,Runner3Start
line:4c1ab9,du schon wieder?,you again?,you again?,Original,Runner3Start
line:6e934b,was willst du?,what do you want?,what do you want?,Original,Runner3Start
line:bed782,kann ich beim Rennen mitmachen?,can i join the race?,-> can i join the race?,Player,Runner3Start
line:f0d6a7,nichts,nothing,-> nothing,Player,Runner3Start
line:0a5f04,*seufz*,*sigh*,*sigh*,Original,Runner3Start
line:f09f2c,"die Registrierung endete,\nso in etwa...\n...letzten Monat","registration ended\nlike, last month","registration ended\nlike, last month",Original,Runner3Start
